Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Venezuela,Bolivar,Sucre,VEN,VE0710,VE07,January,2020,0,0
Venezuela,Anzoategui,Independencia,VEN,VE0307,VE03,January,2020,0,0
Venezuela,Aragua,Jose Rafael Revenga,VEN,VE0506,VE05,January,2020,0,0
Venezuela,Falcon,Union,VEN,VE1123,VE11,January,2020,1,1
Venezuela,Lara,Urdaneta,VEN,VE1309,VE13,January,2020,0,0
Venezuela,Guarico,Juan German Roscio,VEN,VE1212,VE12,January,2020,0,0
Venezuela,Tachira,Uribante,VEN,VE2028,VE20,January,2020,0,0
Venezuela,Bolivar,Gran Sabana,VEN,VE0704,VE07,January,2020,0,0
Venezuela,Tachira,Rafael Urdaneta,VEN,VE2021,VE20,January,2020,0,0
Venezuela,Miranda,Cristobal Rojas,VEN,VE1508,VE15,January,2020,2,2
Venezuela,Anzoategui,Anaco,VEN,VE0301,VE03,January,2020,0,0
Venezuela,Barinas,Obispos,VEN,VE0608,VE06,January,2020,0,0
Venezuela,Zulia,Lagunillas,VEN,VE2310,VE23,January,2020,0,0
Venezuela,Trujillo,Pampanito,VEN,VE2114,VE21,January,2020,0,0
Venezuela,Portuguesa,Agua Blanca,VEN,VE1801,VE18,January,2020,0,0
Venezuela,Merida,Andres Bello,VEN,VE1402,VE14,January,2020,0,0
Venezuela,Amazonas,Manapiare,VEN,VE0206,VE02,January,2020,0,0
Venezuela,Delta Amacuro,Casacoima,VEN,VE1002,VE10,January,2020,2,1
Venezuela,Falcon,Monsenor Iturriza,VEN,VE1115,VE11,January,2020,2,2
Venezuela,Zulia,La Canada de Urdaneta,VEN,VE2309,VE23,January,2020,8,10
Venezuela,Falcon,Acosta,VEN,VE1101,VE11,January,2020,0,0
Venezuela,Sucre,Cajigal,VEN,VE1907,VE19,January,2020,1,1
Venezuela,Miranda,Paz Castillo,VEN,VE1515,VE15,January,2020,9,12
Venezuela,Zulia,Jesus Maria Semprun,VEN,VE2308,VE23,January,2020,0,0
Venezuela,Falcon,San Francisco,VEN,VE1119,VE11,January,2020,0,0
Venezuela,Lara,Torres,VEN,VE1308,VE13,January,2020,1,3
Venezuela,Amazonas,Maroa,VEN,VE0205,VE02,January,2020,0,0
Venezuela,Zulia,Baralt,VEN,VE2302,VE23,January,2020,0,0
Venezuela,Carabobo,Naguanagua,VEN,VE0810,VE08,January,2020,1,1
Venezuela,Yaracuy,Pena,VEN,VE2210,VE22,January,2020,1,3
Venezuela,Anzoategui,Santa Ana,VEN,VE0317,VE03,January,2020,0,0
Venezuela,Monagas,Piar,VEN,VE1609,VE16,January,2020,0,0
Venezuela,Monagas,Sotillo,VEN,VE1612,VE16,January,2020,0,0
Venezuela,Miranda,Sucre,VEN,VE1519,VE15,January,2020,8,11
Venezuela,Miranda,Los Salias,VEN,VE1513,VE15,January,2020,1,0
Venezuela,Yaracuy,Nirgua,VEN,VE2209,VE22,January,2020,0,0
Venezuela,Amazonas,Rio Negro,VEN,VE0207,VE02,January,2020,0,0
Venezuela,Miranda,Lander,VEN,VE1512,VE15,January,2020,9,12
Venezuela,Zulia,Machiques de Perija,VEN,VE2311,VE23,January,2020,2,1
Venezuela,Bolivar,Angostura,VEN,VE0707,VE07,January,2020,1,2
Venezuela,Sucre,Libertador,VEN,VE1909,VE19,January,2020,0,0
Venezuela,Lara,Moran,VEN,VE1305,VE13,January,2020,0,0
Venezuela,Guarico,Chaguaramas,VEN,VE1202,VE12,January,2020,0,0
Venezuela,Merida,Santos Marquina,VEN,VE1419,VE14,January,2020,1,3
Venezuela,Yaracuy,Bruzual,VEN,VE2203,VE22,January,2020,2,2
Venezuela,Nueva Esparta,Garcia,VEN,VE1704,VE17,January,2020,0,0
Venezuela,Miranda,Simon Bolivar,VEN,VE1518,VE15,January,2020,5,16
Venezuela,Miranda,Urdaneta,VEN,VE1520,VE15,January,2020,2,2
Venezuela,Anzoategui,Manuel Ezequiel Bruzual,VEN,VE0312,VE03,January,2020,1,0
Venezuela,Portuguesa,Ospino,VEN,VE1807,VE18,January,2020,0,0
Venezuela,Yaracuy,Veroes,VEN,VE2214,VE22,January,2020,0,0
Venezuela,Aragua,Urdaneta,VEN,VE0515,VE05,January,2020,0,0
Venezuela,Monagas,Cedeno,VEN,VE1605,VE16,January,2020,0,0
Venezuela,Portuguesa,Araure,VEN,VE1802,VE18,January,2020,0,0
Venezuela,Falcon,Piritu,VEN,VE1118,VE11,January,2020,0,0
Venezuela,Zulia,Rosario de Perija,VEN,VE2316,VE23,January,2020,1,1
Venezuela,Cojedes,Ricaurte,VEN,VE0906,VE09,January,2020,0,0
Venezuela,Tachira,Antonio Romulo Costa,VEN,VE2002,VE20,January,2020,0,0
Venezuela,Falcon,Cacique Manaure,VEN,VE1104,VE11,January,2020,0,0
Venezuela,Miranda,Pedro Gual,VEN,VE1516,VE15,January,2020,0,0
Venezuela,Tachira,Seboruco,VEN,VE2024,VE20,January,2020,0,0
Venezuela,Carabobo,Guacara,VEN,VE0804,VE08,January,2020,0,0
Venezuela,Guarico,Santa Maria de Ipire,VEN,VE1214,VE12,January,2020,0,0
Venezuela,Barinas,Andres Eloy Blanco,VEN,VE0612,VE06,January,2020,0,0
Venezuela,Tachira,Andres Bello,VEN,VE2001,VE20,January,2020,0,0
Venezuela,Portuguesa,Paez,VEN,VE1808,VE18,January,2020,0,0
Venezuela,Zulia,Guajira,VEN,VE2315,VE23,January,2020,1,1
Venezuela,Tachira,Pedro Maria Urena,VEN,VE2020,VE20,January,2020,5,7
Venezuela,Yaracuy,Independencia,VEN,VE2205,VE22,January,2020,0,0
Venezuela,Monagas,Caripe,VEN,VE1604,VE16,January,2020,0,0
Venezuela,Nueva Esparta,Peninsula de Macanao,VEN,VE1709,VE17,January,2020,0,0
Venezuela,Apure,San Fernando,VEN,VE0407,VE04,January,2020,0,0
Venezuela,Sucre,Bolivar,VEN,VE1906,VE19,January,2020,0,0
Venezuela,Trujillo,Motatan,VEN,VE2112,VE21,January,2020,0,0
Venezuela,Aragua,Ocumare de La Costa de Oro,VEN,VE0518,VE05,January,2020,0,0
Venezuela,Aragua,Libertador,VEN,VE0507,VE05,January,2020,0,0
Venezuela,Nueva Esparta,Tubores,VEN,VE1710,VE17,January,2020,0,0
Venezuela,Tachira,San Cristobal,VEN,VE2023,VE20,January,2020,1,1
Venezuela,Yaracuy,Bolivar,VEN,VE2202,VE22,January,2020,0,0
Venezuela,Falcon,Jacura,VEN,VE1111,VE11,January,2020,0,0
Venezuela,Trujillo,Andres Bello,VEN,VE2101,VE21,January,2020,0,0
Venezuela,Tachira,Garcia de Hevia,VEN,VE2009,VE20,January,2020,4,6
Venezuela,Nueva Esparta,Marino,VEN,VE1708,VE17,January,2020,0,0
Venezuela,Bolivar,Piar,VEN,VE0706,VE07,January,2020,1,1
Venezuela,Tachira,Cordoba,VEN,VE2006,VE20,January,2020,0,0
Venezuela,Bolivar,Caroni,VEN,VE0701,VE07,January,2020,17,22
Venezuela,Aragua,San Sebastian,VEN,VE0510,VE05,January,2020,0,0
Venezuela,Merida,Julio Cesar Salas,VEN,VE1410,VE14,January,2020,0,0
Venezuela,Carabobo,San Joaquin,VEN,VE0813,VE08,January,2020,0,0
Venezuela,Anzoategui,Simon Rodriguez,VEN,VE0319,VE03,January,2020,0,0
Venezuela,Barinas,Sosa,VEN,VE0611,VE06,January,2020,0,0
Venezuela,Monagas,Punceres,VEN,VE1610,VE16,January,2020,0,0
Venezuela,Barinas,Pedraza,VEN,VE0609,VE06,January,2020,0,0
Venezuela,Anzoategui,Francisco del Carmen Carvajal,VEN,VE0304,VE03,January,2020,0,0
Venezuela,Portuguesa,San Genaro de Boconoito,VEN,VE1810,VE18,January,2020,0,0
Venezuela,Portuguesa,Santa Rosalia,VEN,VE1812,VE18,January,2020,0,0
Venezuela,Tachira,Guasimos,VEN,VE2010,VE20,January,2020,0,0
Venezuela,Trujillo,La Ceiba,VEN,VE2109,VE21,January,2020,0,0
Venezuela,Merida,Pueblo Llano,VEN,VE1416,VE14,January,2020,0,0
Venezuela,Monagas,Bolivar,VEN,VE1603,VE16,January,2020,0,0
Venezuela,Bolivar,Sifontes,VEN,VE0709,VE07,January,2020,0,0
Venezuela,Tachira,Junin,VEN,VE2014,VE20,January,2020,0,0
Venezuela,Tachira,Independencia,VEN,VE2011,VE20,January,2020,0,0
Venezuela,Monagas,Uracoa,VEN,VE1613,VE16,January,2020,0,0
Venezuela,Barinas,Antonio Jose de Sucre,VEN,VE0602,VE06,January,2020,0,0
Venezuela,Guarico,Julian Mellado,VEN,VE1207,VE12,January,2020,0,0
Venezuela,Lara,Iribarren,VEN,VE1303,VE13,January,2020,8,9
Venezuela,Carabobo,Miranda,VEN,VE0808,VE08,January,2020,0,0
Venezuela,Guarico,El Socorro,VEN,VE1203,VE12,January,2020,0,0
Venezuela,Amazonas,Autana,VEN,VE0204,VE02,January,2020,0,0
Venezuela,Falcon,Petit,VEN,VE1117,VE11,January,2020,0,0
Venezuela,Miranda,Andres Bello,VEN,VE1502,VE15,January,2020,0,0
Venezuela,Miranda,Guaicaipuro,VEN,VE1510,VE15,January,2020,2,6
Venezuela,Zulia,Cabimas,VEN,VE2303,VE23,January,2020,4,4
Venezuela,Lara,Andres Eloy Blanco,VEN,VE1301,VE13,January,2020,0,0
Venezuela,Falcon,Buchivacoa,VEN,VE1103,VE11,January,2020,0,0
Venezuela,Aragua,Francisco Linares Alcantara,VEN,VE0517,VE05,January,2020,0,0
Venezuela,La Guaira,La Guaira,VEN,VE2401,VE24,January,2020,2,2
Venezuela,Guarico,Camaguan,VEN,VE1201,VE12,January,2020,0,0
Venezuela,Guarico,Las Mercedes,VEN,VE1206,VE12,January,2020,0,0
Venezuela,Merida,Caracciolo Parra Olmedo,VEN,VE1407,VE14,January,2020,0,0
Venezuela,Apure,Paez,VEN,VE0404,VE04,January,2020,2,2
Venezuela,Tachira,Panamericano,VEN,VE2019,VE20,January,2020,1,1
Venezuela,Sucre,Benitez,VEN,VE1904,VE19,January,2020,0,0
Venezuela,Anzoategui,Juan Manuel Cajigal,VEN,VE0309,VE03,January,2020,0,0
Venezuela,Zulia,Sucre,VEN,VE2320,VE23,January,2020,0,0
Venezuela,Nueva Esparta,Antolin del Campo,VEN,VE1701,VE17,January,2020,0,0
Venezuela,Carabobo,Puerto Cabello,VEN,VE0811,VE08,January,2020,1,2
Venezuela,Nueva Esparta,Gomez,VEN,VE1705,VE17,January,2020,0,0
Venezuela,Bolivar,Cedeno,VEN,VE0702,VE07,January,2020,2,2
Venezuela,Falcon,Zamora,VEN,VE1125,VE11,January,2020,0,0
Venezuela,Tachira,Libertador,VEN,VE2016,VE20,January,2020,0,0
Venezuela,Merida,Padre Noguera,VEN,VE1415,VE14,January,2020,0,0
Venezuela,Guarico,Leonardo Infante,VEN,VE1205,VE12,January,2020,1,5
Venezuela,Monagas,Ezequiel Zamora,VEN,VE1606,VE16,January,2020,0,0
Venezuela,Falcon,Urumaco,VEN,VE1124,VE11,January,2020,0,0
Venezuela,Miranda,Independencia,VEN,VE1511,VE15,January,2020,1,2
Venezuela,Yaracuy,Manuel Monge,VEN,VE2208,VE22,January,2020,0,0
Venezuela,Guarico,San Geronimo de Guayabal,VEN,VE1204,VE12,January,2020,0,0
Venezuela,Nueva Esparta,Maneiro,VEN,VE1706,VE17,January,2020,0,0
Venezuela,Zulia,Colon,VEN,VE2305,VE23,January,2020,1,1
Venezuela,Anzoategui,Aragua,VEN,VE0302,VE03,January,2020,0,0
Venezuela,Tachira,Bolivar,VEN,VE2004,VE20,January,2020,4,2
Venezuela,Aragua,Santos Michelena,VEN,VE0512,VE05,January,2020,1,3
Venezuela,Sucre,Marino,VEN,VE1910,VE19,January,2020,0,0
Venezuela,Apure,Biruaca,VEN,VE0402,VE04,January,2020,0,0
Venezuela,Tachira,Francisco de Miranda,VEN,VE2008,VE20,January,2020,0,0
Venezuela,Nueva Esparta,Marcano,VEN,VE1707,VE17,January,2020,0,0
Venezuela,Portuguesa,Papelon,VEN,VE1809,VE18,January,2020,0,0
Venezuela,Apure,Achaguas,VEN,VE0401,VE04,January,2020,0,0
Venezuela,Aragua,Jose Angel Lamas,VEN,VE0504,VE05,January,2020,0,0
Venezuela,Tachira,Cardenas,VEN,VE2005,VE20,January,2020,1,2
Venezuela,Guarico,Francisco de Miranda,VEN,VE1208,VE12,January,2020,0,0
Venezuela,Carabobo,Diego Ibarra,VEN,VE0803,VE08,January,2020,0,0
Venezuela,Carabobo,San Diego,VEN,VE0812,VE08,January,2020,0,0
Venezuela,Merida,Campo Elias,VEN,VE1406,VE14,January,2020,0,0
Venezuela,Yaracuy,Urachiche,VEN,VE2213,VE22,January,2020,0,0
Venezuela,Trujillo,Rafael Rangel,VEN,VE2115,VE21,January,2020,0,0
Venezuela,Anzoategui,San Jose de Guanipa,VEN,VE0315,VE03,January,2020,0,0
Venezuela,Portuguesa,Monsenor Jose Vicente de Unda,VEN,VE1806,VE18,January,2020,0,0
Venezuela,Falcon,Carirubana,VEN,VE1105,VE11,January,2020,0,0
Venezuela,Trujillo,Trujillo,VEN,VE2118,VE21,January,2020,0,0
Venezuela,Cojedes,Romulo Gallegos,VEN,VE0907,VE09,January,2020,0,0
Venezuela,Trujillo,Juan Vicente Campo Elias,VEN,VE2108,VE21,January,2020,0,0
Venezuela,Nueva Esparta,Arismendi,VEN,VE1702,VE17,January,2020,0,0
Venezuela,Delta Amacuro,Pedernales,VEN,VE1003,VE10,January,2020,0,0
Venezuela,Yaracuy,San Felipe,VEN,VE2211,VE22,January,2020,0,0
Venezuela,Trujillo,Monte Carmelo,VEN,VE2111,VE21,January,2020,0,0
Venezuela,Merida,Tulio Febres Cordero,VEN,VE1422,VE14,January,2020,0,0
Venezuela,Portuguesa,Esteller,VEN,VE1803,VE18,January,2020,0,0
Venezuela,Trujillo,Urdaneta,VEN,VE2119,VE21,January,2020,0,0
Venezuela,Cojedes,Tinaquillo,VEN,VE0902,VE09,January,2020,0,0
Venezuela,Trujillo,Valera,VEN,VE2120,VE21,January,2020,0,0
Venezuela,Zulia,Jesus Enrique Lossada,VEN,VE2307,VE23,January,2020,4,6
Venezuela,Anzoategui,Simon Bolivar,VEN,VE0318,VE03,January,2020,3,4
Venezuela,Dependencias Federales,Dependencias Federales,VEN,,,January,2020,0,0
Venezuela,Merida,Sucre,VEN,VE1420,VE14,January,2020,0,0
Venezuela,Merida,Zea,VEN,VE1423,VE14,January,2020,0,0
Venezuela,Tachira,Samuel Dario Maldonado,VEN,VE2022,VE20,January,2020,0,0
Venezuela,Amazonas,Alto Orinoco,VEN,VE0201,VE02,January,2020,0,0
Venezuela,Barinas,Ezequiel Zamora,VEN,VE0607,VE06,January,2020,1,2
Venezuela,Aragua,Bolivar,VEN,VE0501,VE05,January,2020,0,0
Venezuela,Barinas,Cruz Paredes,VEN,VE0606,VE06,January,2020,0,0
Venezuela,Sucre,Arismendi,VEN,VE1903,VE19,January,2020,1,1
Venezuela,Merida,Obispo Ramos de Lora,VEN,VE1414,VE14,January,2020,0,0
Venezuela,Sucre,Ribero,VEN,VE1913,VE19,January,2020,0,0
Venezuela,Yaracuy,Aristides Bastidas,VEN,VE2201,VE22,January,2020,0,0
Venezuela,Trujillo,Candelaria,VEN,VE2104,VE21,January,2020,0,0
Venezuela,Cojedes,Tinaco,VEN,VE0909,VE09,January,2020,0,0
Venezuela,Zulia,Miranda,VEN,VE2314,VE23,January,2020,1,1
Venezuela,Anzoategui,Jose Gregorio Monagas,VEN,VE0310,VE03,January,2020,0,0
Venezuela,Tachira,Jauregui,VEN,VE2012,VE20,January,2020,0,0
Venezuela,Carabobo,Los Guayos,VEN,VE0807,VE08,January,2020,0,0
Venezuela,Anzoategui,Pedro Maria Freites,VEN,VE0313,VE03,January,2020,0,0
Venezuela,Merida,Antonio Pinto Salinas,VEN,VE1403,VE14,January,2020,0,0
Venezuela,Falcon,Dabajuro,VEN,VE1107,VE11,January,2020,1,5
Venezuela,Aragua,Camatagua,VEN,VE0502,VE05,January,2020,2,2
Venezuela,Falcon,Colina,VEN,VE1106,VE11,January,2020,1,1
Venezuela,Falcon,Tocopero,VEN,VE1122,VE11,January,2020,0,0
Venezuela,Merida,Tovar,VEN,VE1421,VE14,January,2020,0,0
Venezuela,Tachira,Simon Rodriguez,VEN,VE2025,VE20,January,2020,0,0
Venezuela,Falcon,Bolivar,VEN,VE1102,VE11,January,2020,0,0
Venezuela,Trujillo,Carache,VEN,VE2105,VE21,January,2020,0,0
Venezuela,Anzoategui,San Juan de Capistrano,VEN,VE0316,VE03,January,2020,0,0
Venezuela,Falcon,Los Taques,VEN,VE1112,VE11,January,2020,0,0
Venezuela,Yaracuy,Jose Antonio Paez,VEN,VE2206,VE22,January,2020,0,0
Venezuela,Portuguesa,Guanarito,VEN,VE1805,VE18,January,2020,0,0
Venezuela,Yaracuy,La Trinidad,VEN,VE2207,VE22,January,2020,0,0
Venezuela,Anzoategui,Fernando de Penalver,VEN,VE0303,VE03,January,2020,0,0
Venezuela,Zulia,Mara,VEN,VE2312,VE23,January,2020,1,1
Venezuela,Aragua,Girardot,VEN,VE0503,VE05,January,2020,0,0
Venezuela,Yaracuy,Sucre,VEN,VE2212,VE22,January,2020,0,0
Venezuela,Yaracuy,Cocorote,VEN,VE2204,VE22,January,2020,0,0
Venezuela,Carabobo,Carlos Arvelo,VEN,VE0802,VE08,January,2020,0,0
Venezuela,Portuguesa,Turen,VEN,VE1814,VE18,January,2020,0,0
Venezuela,Zulia,Valmore Rodriguez,VEN,VE2321,VE23,January,2020,1,3
Venezuela,Sucre,Montes,VEN,VE1912,VE19,January,2020,0,0
Venezuela,Bolivar,Padre Pedro Chien,VEN,VE0711,VE07,January,2020,0,0
Venezuela,Lara,Simon Planas,VEN,VE1307,VE13,January,2020,0,0
Venezuela,Monagas,Santa Barbara,VEN,VE1611,VE16,January,2020,0,0
Venezuela,Tachira,San Judas Tadeo,VEN,VE2029,VE20,January,2020,0,0
Venezuela,Falcon,Silva,VEN,VE1120,VE11,January,2020,0,0
Venezuela,Carabobo,Juan Jose Mora,VEN,VE0805,VE08,January,2020,1,1
Venezuela,Miranda,Acevedo,VEN,VE1501,VE15,January,2020,0,0
Venezuela,Trujillo,Escuque,VEN,VE2106,VE21,January,2020,0,0
Venezuela,Lara,Jimenez,VEN,VE1304,VE13,January,2020,0,0
Venezuela,Tachira,Torbes,VEN,VE2027,VE20,January,2020,1,2
Venezuela,Anzoategui,Guanta,VEN,VE0306,VE03,January,2020,0,0
Venezuela,Portuguesa,Guanare,VEN,VE1804,VE18,January,2020,0,0
Venezuela,Portuguesa,Sucre,VEN,VE1813,VE18,January,2020,0,0
Venezuela,Falcon,Federacion,VEN,VE1110,VE11,January,2020,0,0
Venezuela,Falcon,Sucre,VEN,VE1121,VE11,January,2020,0,0
Venezuela,Tachira,Lobatera,VEN,VE2017,VE20,January,2020,0,0
Venezuela,Bolivar,Heres,VEN,VE0705,VE07,January,2020,9,13
Venezuela,Cojedes,Lima Blanco,VEN,VE0904,VE09,January,2020,0,0
Venezuela,Sucre,Andres Eloy Blanco,VEN,VE1901,VE19,February,2020,0,0
Venezuela,Zulia,Almirante Padilla,VEN,VE2301,VE23,February,2020,0,0
Venezuela,Sucre,Cruz Salmeron Acosta,VEN,VE1908,VE19,February,2020,0,0
Venezuela,Cojedes,Ezequiel Zamora,VEN,VE0908,VE09,February,2020,1,2
Venezuela,Merida,Libertador,VEN,VE1412,VE14,February,2020,0,0
Venezuela,Aragua,San Casimiro,VEN,VE0509,VE05,February,2020,0,0
Venezuela,Miranda,Buroz,VEN,VE1505,VE15,February,2020,0,0
Venezuela,Monagas,Maturin,VEN,VE1608,VE16,February,2020,1,1
Venezuela,Merida,Rivas Davila,VEN,VE1418,VE14,February,2020,0,0
Venezuela,Barinas,Rojas,VEN,VE0610,VE06,February,2020,0,0
Venezuela,Carabobo,Valencia,VEN,VE0814,VE08,February,2020,2,2
Venezuela,Guarico,Jose Tadeo Monagas,VEN,VE1209,VE12,February,2020,0,0
Venezuela,Falcon,Miranda,VEN,VE1114,VE11,February,2020,2,3
Venezuela,Barinas,Barinas,VEN,VE0604,VE06,February,2020,1,1
Venezuela,Sucre,Andres Mata,VEN,VE1902,VE19,February,2020,0,0
Venezuela,Merida,Guaraque,VEN,VE1409,VE14,February,2020,0,0
Venezuela,Portuguesa,San Rafael de Onoto,VEN,VE1811,VE18,February,2020,0,0
Venezuela,Falcon,Mauroa,VEN,VE1113,VE11,February,2020,0,0
Venezuela,Falcon,Palmasola,VEN,VE1116,VE11,February,2020,0,0
Venezuela,Lara,Crespo,VEN,VE1302,VE13,February,2020,0,0
Venezuela,Barinas,Arismendi,VEN,VE0603,VE06,February,2020,0,0
Venezuela,Guarico,Pedro Zaraza,VEN,VE1215,VE12,February,2020,0,0
Venezuela,Merida,Alberto Adriani,VEN,VE1401,VE14,February,2020,0,0
Venezuela,Apure,Munoz,VEN,VE0403,VE04,February,2020,0,0
Venezuela,Amazonas,Atabapo,VEN,VE0202,VE02,February,2020,0,0
Venezuela,Merida,Rangel,VEN,VE1417,VE14,February,2020,0,0
Venezuela,Tachira,Fernandez Feo,VEN,VE2007,VE20,February,2020,1,1
Venezuela,Monagas,Aguasay,VEN,VE1602,VE16,February,2020,0,0
Venezuela,Anzoategui,Turistico Diego Bautista Urbaneja,VEN,VE0321,VE03,February,2020,0,0
Venezuela,Barinas,Bolivar,VEN,VE0605,VE06,February,2020,0,0
Venezuela,Guarico,San Jose de Guaribe,VEN,VE1213,VE12,February,2020,0,0
Venezuela,Lara,Palavecino,VEN,VE1306,VE13,February,2020,0,0
Venezuela,Aragua,Sucre,VEN,VE0513,VE05,February,2020,1,4
Venezuela,Aragua,Santiago Marino,VEN,VE0511,VE05,February,2020,1,1
Venezuela,Carabobo,Bejuma,VEN,VE0801,VE08,February,2020,0,0
Venezuela,Trujillo,Bolivar,VEN,VE2103,VE21,February,2020,1,0
Venezuela,Aragua,Zamora,VEN,VE0516,VE05,February,2020,1,1
Venezuela,Zulia,Simon Bolivar,VEN,VE2319,VE23,February,2020,1,2
Venezuela,Apure,Pedro Camejo,VEN,VE0405,VE04,February,2020,1,4
Venezuela,Aragua,Tovar,VEN,VE0514,VE05,February,2020,0,0
Venezuela,Bolivar,Roscio,VEN,VE0708,VE07,February,2020,0,0
Venezuela,Monagas,Libertador,VEN,VE1607,VE16,February,2020,0,0
Venezuela,Aragua,Mario Briceno Iragorry,VEN,VE0508,VE05,February,2020,0,0
Venezuela,Tachira,Michelena,VEN,VE2018,VE20,February,2020,0,0
Venezuela,Tachira,Jose Maria Vargas,VEN,VE2013,VE20,February,2020,0,0
Venezuela,Monagas,Acosta,VEN,VE1601,VE16,February,2020,0,0
Venezuela,Miranda,Brion,VEN,VE1504,VE15,February,2020,0,0
Venezuela,Distrito Capital,Libertador,VEN,VE0101,VE01,February,2020,28,46
Venezuela,Delta Amacuro,Antonio Diaz,VEN,VE1001,VE10,February,2020,0,0
Venezuela,Miranda,Zamora,VEN,VE1521,VE15,February,2020,0,0
Venezuela,Miranda,Chacao,VEN,VE1507,VE15,February,2020,0,0
Venezuela,Barinas,Alberto Arvelo Torrealba,VEN,VE0601,VE06,February,2020,0,0
Venezuela,Trujillo,Pampan,VEN,VE2113,VE21,February,2020,1,1
Venezuela,Sucre,Bermudez,VEN,VE1905,VE19,February,2020,3,4
Venezuela,Delta Amacuro,Tucupita,VEN,VE1004,VE10,February,2020,1,2
Venezuela,Anzoategui,Francisco de Miranda,VEN,VE0305,VE03,February,2020,0,0
Venezuela,Anzoategui,Piritu,VEN,VE0314,VE03,February,2020,0,0
Venezuela,Merida,Cardenal Quintero,VEN,VE1408,VE14,February,2020,0,0
Venezuela,Sucre,Valdez,VEN,VE1915,VE19,February,2020,1,3
Venezuela,Anzoategui,Libertad,VEN,VE0311,VE03,February,2020,0,0
Venezuela,Trujillo,Bocono,VEN,VE2102,VE21,February,2020,0,0
Venezuela,Miranda,Baruta,VEN,VE1503,VE15,February,2020,6,9
Venezuela,Nueva Esparta,Diaz,VEN,VE1703,VE17,February,2020,0,0
Venezuela,Zulia,Francisco Javier Pulgar,VEN,VE2306,VE23,February,2020,0,0
Venezuela,Trujillo,Miranda,VEN,VE2110,VE21,February,2020,0,0
Venezuela,Apure,Romulo Gallegos,VEN,VE0406,VE04,February,2020,0,0
Venezuela,Guarico,Ortiz,VEN,VE1210,VE12,February,2020,0,0
Venezuela,Bolivar,El Callao,VEN,VE0703,VE07,February,2020,4,4
Venezuela,Cojedes,Pao de San Juan Bautista,VEN,VE0905,VE09,February,2020,0,0
Venezuela,Zulia,Santa Rita,VEN,VE2318,VE23,February,2020,0,0
Venezuela,Trujillo,Jose Felipe Marquez Canizales,VEN,VE2107,VE21,February,2020,0,0
Venezuela,Carabobo,Montalban,VEN,VE0809,VE08,February,2020,0,0
Venezuela,Sucre,Mejia,VEN,VE1911,VE19,February,2020,0,0
Venezuela,Zulia,San Francisco,VEN,VE2317,VE23,February,2020,2,3
Venezuela,Nueva Esparta,Villalba,VEN,VE1711,VE17,February,2020,0,0
Venezuela,Merida,Justo Briceno,VEN,VE1411,VE14,February,2020,0,0
Venezuela,Miranda,Paez,VEN,VE1514,VE15,February,2020,0,0
Venezuela,Merida,Arzobispo Chacon,VEN,VE1405,VE14,February,2020,0,0
Venezuela,Anzoategui,Sir Arthur Mc Gregor,VEN,VE0320,VE03,February,2020,0,0
Venezuela,Falcon,Falcon,VEN,VE1109,VE11,February,2020,0,0
Venezuela,Miranda,El Hatillo,VEN,VE1509,VE15,February,2020,1,1
Venezuela,Zulia,Catatumbo,VEN,VE2304,VE23,February,2020,0,0
Venezuela,Falcon,Democracia,VEN,VE1108,VE11,February,2020,0,0
Venezuela,Guarico,Jose Felix Ribas,VEN,VE1211,VE12,February,2020,0,0
Venezuela,Tachira,Ayacucho,VEN,VE2003,VE20,February,2020,4,14
Venezuela,Sucre,Sucre,VEN,VE1914,VE19,February,2020,0,0
Venezuela,Trujillo,San Rafael de Carvajal,VEN,VE2116,VE21,February,2020,0,0
Venezuela,Anzoategui,Juan Antonio Sotillo,VEN,VE0308,VE03,February,2020,2,2
Venezuela,Zulia,Maracaibo,VEN,VE2313,VE23,February,2020,9,9
Venezuela,Tachira,Libertad,VEN,VE2015,VE20,February,2020,0,0
Venezuela,Merida,Aricagua,VEN,VE1404,VE14,February,2020,0,0
Venezuela,Merida,Miranda,VEN,VE1413,VE14,February,2020,0,0
Venezuela,Miranda,Plaza,VEN,VE1517,VE15,February,2020,0,0
Venezuela,Cojedes,Anzoategui,VEN,VE0901,VE09,February,2020,0,0
Venezuela,Trujillo,Sucre,VEN,VE2117,VE21,February,2020,0,0
Venezuela,Amazonas,Atures,VEN,VE0203,VE02,February,2020,0,0
Venezuela,Cojedes,Girardot,VEN,VE0903,VE09,February,2020,0,0
Venezuela,Tachira,Sucre,VEN,VE2026,VE20,February,2020,0,0
Venezuela,Miranda,Carrizal,VEN,VE1506,VE15,February,2020,0,0
Venezuela,Carabobo,Libertador,VEN,VE0806,VE08,February,2020,0,0
Venezuela,Aragua,Jose Felix Ribas,VEN,VE0505,VE05,February,2020,0,0
Venezuela,Bolivar,Sucre,VEN,VE0710,VE07,February,2020,1,1
Venezuela,Anzoategui,Independencia,VEN,VE0307,VE03,February,2020,0,0
Venezuela,Aragua,Jose Rafael Revenga,VEN,VE0506,VE05,February,2020,0,0
Venezuela,Falcon,Union,VEN,VE1123,VE11,February,2020,0,0
Venezuela,Lara,Urdaneta,VEN,VE1309,VE13,February,2020,0,0
