Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,Latitude,Longitude
Burundi,Ruyigi,Gisuru,BDI,BDI016004,BDI016,January,1997,0,0,-3.4580085,30.4983043
Burundi,Makamba,Kibago,BDI,BDI010002,BDI010,January,1997,0,0,-4.2878764,29.8398955
Burundi,Gitega,Itaba,BDI,BDI006007,BDI006,January,1997,0,0,-3.6164221,30.0273561
Burundi,Muramvya,Muramvya,BDI,BDI011004,BDI011,January,1997,1,404,-3.2663248,29.6167289
Burundi,Kirundo,Bwambarangwe,BDI,BDI009003,BDI009,January,1997,0,0,-2.5500343,30.3655783
Burundi,Bujumbura Mairie,Muha,BDI,BDI017014,BDI017,January,1997,0,0,-3.4257877,29.3541148
Burundi,Karuzi,Buhiga,BDI,BDI007002,BDI007,January,1997,0,0,-3.0249219,30.1684426
Burundi,Rutana,Giharo,BDI,BDI015002,BDI015,January,1997,0,0,-3.7806452,30.2351338
Burundi,Karuzi,Gitaramuka,BDI,BDI007004,BDI007,January,1997,0,0,-2.9810861,30.172727
Burundi,Ngozi,Kiremba,BDI,BDI014003,BDI014,January,1997,0,0,-2.8296063,30.0236073
Burundi,Ngozi,Mwumba,BDI,BDI014005,BDI014,January,1997,0,0,-2.8215119,29.8016336
Burundi,Kirundo,Gitobe,BDI,BDI009004,BDI009,January,1997,0,0,-2.62598,30.2369932
Burundi,Bururi,Mugamba,BDI,BDI003005,BDI003,January,1997,0,0,-3.6650055,29.5865785
Burundi,Ngozi,Ngozi,BDI,BDI014006,BDI014,January,1997,0,0,-2.9506771,29.8315211
Burundi,Rutana,Rutana,BDI,BDI015006,BDI015,January,1997,0,0,-3.9263608,29.990574
Burundi,Ruyigi,Ruyigi,BDI,BDI016007,BDI016,January,1997,0,0,-3.4733471,30.2501278
Burundi,Cankuzo,Cendajuru,BDI,BDI004002,BDI004,January,1997,0,0,-3.3133528,30.6010981
Burundi,Muyinga,Giteranyi,BDI,BDI012005,BDI012,January,1997,0,0,-2.476012,30.4674065
Burundi,Ngozi,Tangara,BDI,BDI014009,BDI014,January,1997,0,0,-2.9141396,30.057336
Burundi,Kayanza,Muhanga,BDI,BDI008007,BDI008,January,1997,0,0,-3.0282198,29.8327246
Burundi,Muyinga,Butihinda,BDI,BDI012002,BDI012,January,1997,1,122,-2.7099644,30.3226542
Burundi,Ngozi,Nvamurenza,BDI,BDI014007,BDI014,January,1997,0,0,-2.8776895,29.8994986
Burundi,Cibitoke,Bukinanvana,BDI,BDI005002,BDI005,January,1997,0,0,-2.8477341,29.261662
Burundi,Karuzi,Gihogazi,BDI,BDI007003,BDI007,January,1997,0,0,-3.1222513,30.0034319
Burundi,Karuzi,Shombo,BDI,BDI007007,BDI007,January,1997,0,0,-3.2546182,30.04946
Burundi,Bubanza,Musigati,BDI,BDI001004,BDI001,January,1997,0,0,-3.0673117,29.4595269
Burundi,Bujumbura Rural,Kabezi,BDI,BDI002003,BDI002,January,1997,0,0,-3.5350428,29.3452069
Burundi,Ngozi,Ruhororo,BDI,BDI014008,BDI014,January,1997,0,0,-3.0106242,29.9294618
Burundi,Kirundo,Vumbi,BDI,BDI009007,BDI009,January,1997,0,0,-2.6946164,30.0782135
Burundi,Karuzi,Nyabikere,BDI,BDI007006,BDI007,January,1997,0,0,-3.2653493,30.111956
Burundi,Bujumbura Mairie,Ntahangwa,BDI,BDI017016,BDI017,January,1997,0,0,-3.3590416,29.3656716
Burundi,Kirundo,Ntega,BDI,BDI009006,BDI009,January,1997,0,0,-2.585105,29.9912733
Burundi,Cibitoke,Buganda,BDI,BDI005001,BDI005,January,1997,0,0,-2.9666868,29.1943658
Burundi,Mwaro,Gisozi,BDI,BDI013002,BDI013,January,1997,0,0,-3.5659737,29.6825013
Burundi,Ruyigi,Bweru,BDI,BDI016003,BDI016,January,1997,0,0,-3.3228043,30.4706582
Burundi,Makamba,Mabanda,BDI,BDI010003,BDI010,January,1997,0,0,-4.2743686,29.7754932
Burundi,Gitega,Nyarusange,BDI,BDI006011,BDI006,January,1997,0,0,-3.5780656,29.8092456
Burundi,Gitega,Giheta,BDI,BDI006004,BDI006,January,1997,0,0,-3.36418,29.8587765
Burundi,Gitega,Bugendana,BDI,BDI006001,BDI006,January,1997,0,0,-3.2329786,29.9140423
Burundi,Makamba,Kayogoro,BDI,BDI010001,BDI010,January,1997,0,0,-4.1176232,29.945015
Burundi,Mwaro,Rusaka,BDI,BDI013006,BDI013,January,1997,0,0,-3.4400797,29.6318714
Burundi,Muramvya,Kiganda,BDI,BDI011002,BDI011,January,1997,0,0,-3.34493,29.6872761
Burundi,Bururi,Rutovu,BDI,BDI003007,BDI003,January,1997,0,0,-3.8810529,29.8473545
Burundi,Muyinga,Gashoho,BDI,BDI012003,BDI012,January,1997,0,0,-2.7671318,30.1690254
Burundi,Cankuzo,Kigamba,BDI,BDI004004,BDI004,January,1997,0,0,-3.0367637,30.5221761
Burundi,Rumonge,Burambi,BDI,BDI018003,BDI018,January,1997,0,0,-3.7986087,29.4405136
Burundi,Rumonge,Bugarama,BDI,BDI018002,BDI018,January,1997,0,0,-3.6922263,29.3577391
Burundi,Kayanza,Matongo,BDI,BDI008006,BDI008,January,1997,0,0,-3.0683489,29.6106269
Burundi,Makamba,Makamba,BDI,BDI010004,BDI010,January,1997,0,0,-4.1347916,29.8046322
Burundi,Kayanza,Rango,BDI,BDI008009,BDI008,January,1997,0,0,-3.1219456,29.7471079
Burundi,Muyinga,Gasorwe,BDI,BDI012004,BDI012,January,1997,0,0,-2.84883,30.2359793
Burundi,Muramvya,Mbuye,BDI,BDI011003,BDI011,January,1997,0,0,-3.2300792,29.7210705
Burundi,Rutana,Gitanga,BDI,BDI015003,BDI015,January,1997,0,0,-3.9822114,29.9176114
Burundi,Muramvya,Rutegama,BDI,BDI011005,BDI011,January,1997,1,83,-3.3038504,29.7491068
Burundi,Makamba,Vugizo,BDI,BDI010006,BDI010,January,1997,8,17,-4.1717211,29.7062661
Burundi,Cankuzo,Gisagara,BDI,BDI004003,BDI004,January,1997,0,0,-3.2118728,30.727819
Burundi,Mwaro,Kayokwe,BDI,BDI013003,BDI013,January,1997,0,0,-3.5276422,29.7374692
Burundi,Bururi,Songa,BDI,BDI003008,BDI003,January,1997,0,0,-3.8596984,29.7200022
Burundi,Gitega,Ryansoro,BDI,BDI006010,BDI006,January,1997,0,0,-3.7123955,29.7916247
Burundi,Mwaro,Ndava,BDI,BDI013004,BDI013,January,1997,0,0,-3.3784455,29.7800542
Burundi,Muyinga,Muyinga,BDI,BDI012006,BDI012,January,1997,1,126,-2.8081665,30.3741852
Burundi,Makamba,Nyanza Lac,BDI,BDI010005,BDI010,January,1997,0,0,-4.3384765,29.6046835
Burundi,Muyinga,Buhinvuza,BDI,BDI012001,BDI012,January,1997,0,0,-2.7335984,30.3171441
Burundi,Bururi,Vyanda,BDI,BDI003009,BDI003,January,1997,0,0,-4.1036407,29.605883
Burundi,Bururi,Matana,BDI,BDI003004,BDI003,January,1997,0,0,-3.7670139,29.6894104
Burundi,Ngozi,Gashikanwa,BDI,BDI014002,BDI014,January,1997,0,0,-2.9043786,29.9010264
Burundi,Bujumbura Rural,Mutambu,BDI,BDI002009,BDI002,January,1997,0,0,-3.5304618,29.4282612
Burundi,Kirundo,Busoni,BDI,BDI009002,BDI009,January,1997,0,0,-2.4839385,30.2373412
Burundi,Ruyigi,Kinyinya,BDI,BDI016005,BDI016,January,1997,0,0,-3.6574594,30.3430215
Burundi,Kayanza,Gahombo,BDI,BDI008002,BDI008,January,1997,0,0,-2.9705461,29.7335277
Burundi,Rutana,Musongati,BDI,BDI015005,BDI015,January,1997,0,0,-3.727403,30.0929812
Burundi,Rutana,Mpinga-Kayove,BDI,BDI015004,BDI015,January,1997,0,0,-3.7967006,30.155538
Burundi,Ruyigi,Nyabitsinda,BDI,BDI016006,BDI016,January,1997,0,0,-3.5386726,30.2742314
Burundi,Bubanza,Bubanza,BDI,BDI001001,BDI001,January,1997,0,0,-3.0845915,29.3948368
Burundi,Cankuzo,Mishiha,BDI,BDI004005,BDI004,January,1997,0,0,-3.072976,30.7224706
Burundi,Bujumbura Rural,Mubimbi,BDI,BDI002005,BDI002,January,1997,0,0,-3.2831715,29.4963892
Burundi,Bujumbura Rural,Mugongomanga,BDI,BDI002006,BDI002,January,1997,0,0,-3.4683869,29.5451163
Burundi,Kayanza,Muruta,BDI,BDI008008,BDI008,January,1997,0,0,-2.9297627,29.5908054
Burundi,Bujumbura Mairie,Mukaza,BDI,BDI017015,BDI017,January,1997,0,0,-3.3866652,29.3595508
Burundi,Ngozi,Busiga,BDI,BDI014001,BDI014,January,1997,0,0,-2.8639952,29.7043185
Burundi,Rumonge,Muhuta,BDI,BDI018001,BDI018,January,1997,0,0,-3.6157714,29.4042537
Burundi,Kirundo,Bugabira,BDI,BDI009001,BDI009,January,1997,0,0,-2.4325507,30.0300842
Burundi,Karuzi,Bugenyuzi,BDI,BDI007001,BDI007,January,1997,0,0,-3.0940413,30.0640333
Burundi,Cibitoke,Mabayi,BDI,BDI005003,BDI005,January,1997,0,0,-2.7155058,29.2444205
Burundi,Cibitoke,Mugina,BDI,BDI005004,BDI005,January,1997,0,0,-2.7908688,29.1294569
Burundi,Ruyigi,Butaganzwa,BDI,BDI016001,BDI016,January,1997,0,0,-3.5684064,30.1380223
Burundi,Rumonge,Rumonge,BDI,BDI018005,BDI018,January,1997,3,15,-3.9745473,29.439294
Burundi,Gitega,Makebuko,BDI,BDI006008,BDI006,January,1997,0,0,-3.602357,29.9992483
Burundi,Gitega,Buraza,BDI,BDI006003,BDI006,January,1997,0,0,-3.7479499,29.9038563
Burundi,Rumonge,Buyengero,BDI,BDI018004,BDI018,January,1997,0,0,-3.814518,29.5426521
Burundi,Bubanza,Gihanga,BDI,BDI001002,BDI001,January,1997,1,7,-3.1952943,29.3049199
Burundi,Cibitoke,Rugombo,BDI,BDI005006,BDI005,January,1997,1,22,-2.8130179,29.0821647
Burundi,Bururi,Bururi,BDI,BDI003002,BDI003,January,1997,0,0,-3.9453227,29.6192469
Burundi,Muyinga,Mwakiro,BDI,BDI012007,BDI012,January,1997,0,0,-3.0895322,30.3123645
Burundi,Rutana,Bukemba,BDI,BDI015001,BDI015,January,1997,0,0,-4.0066838,30.0624289
Burundi,Ruyigi,Butezi,BDI,BDI016002,BDI016,January,1997,0,0,-3.3936912,30.1549329
Burundi,Cibitoke,Murwi,BDI,BDI005005,BDI005,January,1997,0,0,-2.8858876,29.202775
Burundi,Gitega,Bukirasazi,BDI,BDI006002,BDI006,January,1997,0,0,-3.7019888,29.9634235
Burundi,Mwaro,Nyabihanga,BDI,BDI013005,BDI013,January,1997,0,0,-3.4693654,29.8081085
Burundi,Kayanza,Gatara,BDI,BDI008003,BDI008,January,1997,0,0,-2.9838681,29.649148
Burundi,Gitega,Mutaho,BDI,BDI006009,BDI006,January,1997,0,0,-3.1436745,29.8664414
Burundi,Kirundo,Kirundo,BDI,BDI009005,BDI009,January,1997,0,0,-2.5853872,30.0933449
Burundi,Bujumbura Rural,Isare,BDI,BDI002002,BDI002,January,1997,0,0,-3.4759817,29.4535702
Burundi,Bujumbura Rural,Nyabiraba,BDI,BDI002012,BDI002,January,1997,0,0,-3.4546617,29.4605718
Burundi,Cankuzo,Cankuzo,BDI,BDI004001,BDI004,January,1997,0,0,-3.2204922,30.5495774
Burundi,Kayanza,Kabarore,BDI,BDI008004,BDI008,January,1997,0,0,-2.8496498,29.5408228
Burundi,Gitega,Gitega,BDI,BDI006006,BDI006,January,1997,0,0,-3.4284953,29.9249718
Burundi,Kayanza,Butaganzwa,BDI,BDI008001,BDI008,January,1997,0,0,-3.0839255,29.7286111
Burundi,Mwaro,Bisoro,BDI,BDI013001,BDI013,January,1997,0,0,-3.636156,29.7077404
Burundi,Gitega,Gishubi,BDI,BDI006005,BDI006,January,1997,0,0,-3.6145867,29.864734
Burundi,Bujumbura Rural,Mukike,BDI,BDI002008,BDI002,January,1997,0,0,-3.5219055,29.5134943
Burundi,Bubanza,Rugazi,BDI,BDI001005,BDI001,January,1997,0,0,-3.2429277,29.4092119
Burundi,Bujumbura Rural,Kanyosha,BDI,BDI002004,BDI002,January,1997,0,0,-3.4145659,29.4087232
Burundi,Muramvya,Bukeye,BDI,BDI011001,BDI011,January,1997,0,0,-3.193627,29.6368213
Burundi,Karuzi,Mutumba,BDI,BDI007005,BDI007,January,1997,0,0,-3.1977078,30.2264776
Burundi,Ngozi,Marangara,BDI,BDI014004,BDI014,January,1997,0,0,-2.7314554,29.9611449
Burundi,Bubanza,Mpanda,BDI,BDI001003,BDI001,January,1997,0,0,-3.193595,29.3695064
Burundi,Bujumbura Rural,Mutimbuzi,BDI,BDI002010,BDI002,January,1997,0,0,-3.2876542,29.324133
Burundi,Kayanza,Kayanza,BDI,BDI008005,BDI008,January,1997,0,0,-2.9297133,29.6321188
Burundi,Ruyigi,Gisuru,BDI,BDI016004,BDI016,February,1997,0,0,-3.4580085,30.4983043
Burundi,Makamba,Kibago,BDI,BDI010002,BDI010,February,1997,0,0,-4.2878764,29.8398955
Burundi,Gitega,Itaba,BDI,BDI006007,BDI006,February,1997,0,0,-3.6164221,30.0273561
Burundi,Muramvya,Muramvya,BDI,BDI011004,BDI011,February,1997,0,0,-3.2663248,29.6167289
Burundi,Kirundo,Bwambarangwe,BDI,BDI009003,BDI009,February,1997,0,0,-2.5500343,30.3655783
Burundi,Bujumbura Mairie,Muha,BDI,BDI017014,BDI017,February,1997,0,0,-3.4257877,29.3541148
Burundi,Karuzi,Buhiga,BDI,BDI007002,BDI007,February,1997,0,0,-3.0249219,30.1684426
Burundi,Rutana,Giharo,BDI,BDI015002,BDI015,February,1997,0,0,-3.7806452,30.2351338
Burundi,Karuzi,Gitaramuka,BDI,BDI007004,BDI007,February,1997,0,0,-2.9810861,30.172727
Burundi,Ngozi,Kiremba,BDI,BDI014003,BDI014,February,1997,0,0,-2.8296063,30.0236073
Burundi,Ngozi,Mwumba,BDI,BDI014005,BDI014,February,1997,0,0,-2.8215119,29.8016336
Burundi,Kirundo,Gitobe,BDI,BDI009004,BDI009,February,1997,0,0,-2.62598,30.2369932
Burundi,Bururi,Mugamba,BDI,BDI003005,BDI003,February,1997,0,0,-3.6650055,29.5865785
Burundi,Ngozi,Ngozi,BDI,BDI014006,BDI014,February,1997,0,0,-2.9506771,29.8315211
Burundi,Rutana,Rutana,BDI,BDI015006,BDI015,February,1997,0,0,-3.9263608,29.990574
Burundi,Ruyigi,Ruyigi,BDI,BDI016007,BDI016,February,1997,0,0,-3.4733471,30.2501278
Burundi,Cankuzo,Cendajuru,BDI,BDI004002,BDI004,February,1997,0,0,-3.3133528,30.6010981
Burundi,Muyinga,Giteranyi,BDI,BDI012005,BDI012,February,1997,0,0,-2.476012,30.4674065
Burundi,Ngozi,Tangara,BDI,BDI014009,BDI014,February,1997,0,0,-2.9141396,30.057336
Burundi,Kayanza,Muhanga,BDI,BDI008007,BDI008,February,1997,0,0,-3.0282198,29.8327246
Burundi,Muyinga,Butihinda,BDI,BDI012002,BDI012,February,1997,0,0,-2.7099644,30.3226542
Burundi,Ngozi,Nvamurenza,BDI,BDI014007,BDI014,February,1997,0,0,-2.8776895,29.8994986
Burundi,Cibitoke,Bukinanvana,BDI,BDI005002,BDI005,February,1997,0,0,-2.8477341,29.261662
Burundi,Karuzi,Gihogazi,BDI,BDI007003,BDI007,February,1997,0,0,-3.1222513,30.0034319
Burundi,Karuzi,Shombo,BDI,BDI007007,BDI007,February,1997,0,0,-3.2546182,30.04946
Burundi,Bubanza,Musigati,BDI,BDI001004,BDI001,February,1997,0,0,-3.0673117,29.4595269
Burundi,Bujumbura Rural,Kabezi,BDI,BDI002003,BDI002,February,1997,0,0,-3.5350428,29.3452069
Burundi,Ngozi,Ruhororo,BDI,BDI014008,BDI014,February,1997,0,0,-3.0106242,29.9294618
Burundi,Kirundo,Vumbi,BDI,BDI009007,BDI009,February,1997,0,0,-2.6946164,30.0782135
Burundi,Karuzi,Nyabikere,BDI,BDI007006,BDI007,February,1997,0,0,-3.2653493,30.111956
Burundi,Bujumbura Mairie,Ntahangwa,BDI,BDI017016,BDI017,February,1997,0,0,-3.3590416,29.3656716
Burundi,Kirundo,Ntega,BDI,BDI009006,BDI009,February,1997,0,0,-2.585105,29.9912733
Burundi,Cibitoke,Buganda,BDI,BDI005001,BDI005,February,1997,0,0,-2.9666868,29.1943658
Burundi,Mwaro,Gisozi,BDI,BDI013002,BDI013,February,1997,0,0,-3.5659737,29.6825013
Burundi,Ruyigi,Bweru,BDI,BDI016003,BDI016,February,1997,0,0,-3.3228043,30.4706582
Burundi,Makamba,Mabanda,BDI,BDI010003,BDI010,February,1997,0,0,-4.2743686,29.7754932
Burundi,Gitega,Nyarusange,BDI,BDI006011,BDI006,February,1997,0,0,-3.5780656,29.8092456
Burundi,Gitega,Giheta,BDI,BDI006004,BDI006,February,1997,0,0,-3.36418,29.8587765
Burundi,Gitega,Bugendana,BDI,BDI006001,BDI006,February,1997,0,0,-3.2329786,29.9140423
Burundi,Makamba,Kayogoro,BDI,BDI010001,BDI010,February,1997,0,0,-4.1176232,29.945015
Burundi,Mwaro,Rusaka,BDI,BDI013006,BDI013,February,1997,0,0,-3.4400797,29.6318714
Burundi,Muramvya,Kiganda,BDI,BDI011002,BDI011,February,1997,0,0,-3.34493,29.6872761
Burundi,Bururi,Rutovu,BDI,BDI003007,BDI003,February,1997,0,0,-3.8810529,29.8473545
Burundi,Muyinga,Gashoho,BDI,BDI012003,BDI012,February,1997,0,0,-2.7671318,30.1690254
Burundi,Cankuzo,Kigamba,BDI,BDI004004,BDI004,February,1997,0,0,-3.0367637,30.5221761
Burundi,Rumonge,Burambi,BDI,BDI018003,BDI018,February,1997,0,0,-3.7986087,29.4405136
Burundi,Rumonge,Bugarama,BDI,BDI018002,BDI018,February,1997,0,0,-3.6922263,29.3577391
Burundi,Kayanza,Matongo,BDI,BDI008006,BDI008,February,1997,0,0,-3.0683489,29.6106269
Burundi,Makamba,Makamba,BDI,BDI010004,BDI010,February,1997,0,0,-4.1347916,29.8046322
Burundi,Kayanza,Rango,BDI,BDI008009,BDI008,February,1997,0,0,-3.1219456,29.7471079
Burundi,Muyinga,Gasorwe,BDI,BDI012004,BDI012,February,1997,0,0,-2.84883,30.2359793
Burundi,Muramvya,Mbuye,BDI,BDI011003,BDI011,February,1997,1,51,-3.2300792,29.7210705
Burundi,Rutana,Gitanga,BDI,BDI015003,BDI015,February,1997,0,0,-3.9822114,29.9176114
Burundi,Muramvya,Rutegama,BDI,BDI011005,BDI011,February,1997,0,0,-3.3038504,29.7491068
Burundi,Makamba,Vugizo,BDI,BDI010006,BDI010,February,1997,0,0,-4.1717211,29.7062661
Burundi,Cankuzo,Gisagara,BDI,BDI004003,BDI004,February,1997,0,0,-3.2118728,30.727819
Burundi,Mwaro,Kayokwe,BDI,BDI013003,BDI013,February,1997,0,0,-3.5276422,29.7374692
Burundi,Bururi,Songa,BDI,BDI003008,BDI003,February,1997,1,3,-3.8596984,29.7200022
Burundi,Gitega,Ryansoro,BDI,BDI006010,BDI006,February,1997,0,0,-3.7123955,29.7916247
Burundi,Mwaro,Ndava,BDI,BDI013004,BDI013,February,1997,0,0,-3.3784455,29.7800542
Burundi,Muyinga,Muyinga,BDI,BDI012006,BDI012,February,1997,0,0,-2.8081665,30.3741852
Burundi,Makamba,Nyanza Lac,BDI,BDI010005,BDI010,February,1997,0,0,-4.3384765,29.6046835
Burundi,Muyinga,Buhinvuza,BDI,BDI012001,BDI012,February,1997,0,0,-2.7335984,30.3171441
Burundi,Bururi,Vyanda,BDI,BDI003009,BDI003,February,1997,0,0,-4.1036407,29.605883
Burundi,Bururi,Matana,BDI,BDI003004,BDI003,February,1997,0,0,-3.7670139,29.6894104
Burundi,Ngozi,Gashikanwa,BDI,BDI014002,BDI014,February,1997,0,0,-2.9043786,29.9010264
Burundi,Bujumbura Rural,Mutambu,BDI,BDI002009,BDI002,February,1997,0,0,-3.5304618,29.4282612
Burundi,Kirundo,Busoni,BDI,BDI009002,BDI009,February,1997,0,0,-2.4839385,30.2373412
Burundi,Ruyigi,Kinyinya,BDI,BDI016005,BDI016,February,1997,0,0,-3.6574594,30.3430215
Burundi,Kayanza,Gahombo,BDI,BDI008002,BDI008,February,1997,0,0,-2.9705461,29.7335277
Burundi,Rutana,Musongati,BDI,BDI015005,BDI015,February,1997,0,0,-3.727403,30.0929812
Burundi,Rutana,Mpinga-Kayove,BDI,BDI015004,BDI015,February,1997,0,0,-3.7967006,30.155538
Burundi,Ruyigi,Nyabitsinda,BDI,BDI016006,BDI016,February,1997,0,0,-3.5386726,30.2742314
Burundi,Bubanza,Bubanza,BDI,BDI001001,BDI001,February,1997,0,0,-3.0845915,29.3948368
Burundi,Cankuzo,Mishiha,BDI,BDI004005,BDI004,February,1997,0,0,-3.072976,30.7224706
Burundi,Bujumbura Rural,Mubimbi,BDI,BDI002005,BDI002,February,1997,0,0,-3.2831715,29.4963892
Burundi,Bujumbura Rural,Mugongomanga,BDI,BDI002006,BDI002,February,1997,0,0,-3.4683869,29.5451163
Burundi,Kayanza,Muruta,BDI,BDI008008,BDI008,February,1997,0,0,-2.9297627,29.5908054
Burundi,Bujumbura Mairie,Mukaza,BDI,BDI017015,BDI017,February,1997,2,8,-3.3866652,29.3595508
Burundi,Ngozi,Busiga,BDI,BDI014001,BDI014,February,1997,0,0,-2.8639952,29.7043185
Burundi,Rumonge,Muhuta,BDI,BDI018001,BDI018,February,1997,1,10,-3.6157714,29.4042537
Burundi,Kirundo,Bugabira,BDI,BDI009001,BDI009,February,1997,0,0,-2.4325507,30.0300842
Burundi,Karuzi,Bugenyuzi,BDI,BDI007001,BDI007,February,1997,0,0,-3.0940413,30.0640333
Burundi,Cibitoke,Mabayi,BDI,BDI005003,BDI005,February,1997,0,0,-2.7155058,29.2444205
Burundi,Cibitoke,Mugina,BDI,BDI005004,BDI005,February,1997,0,0,-2.7908688,29.1294569
Burundi,Ruyigi,Butaganzwa,BDI,BDI016001,BDI016,February,1997,0,0,-3.5684064,30.1380223
Burundi,Rumonge,Rumonge,BDI,BDI018005,BDI018,February,1997,2,100,-3.9745473,29.439294
Burundi,Gitega,Makebuko,BDI,BDI006008,BDI006,February,1997,0,0,-3.602357,29.9992483
Burundi,Gitega,Buraza,BDI,BDI006003,BDI006,February,1997,0,0,-3.7479499,29.9038563
Burundi,Rumonge,Buyengero,BDI,BDI018004,BDI018,February,1997,0,0,-3.814518,29.5426521
Burundi,Bubanza,Gihanga,BDI,BDI001002,BDI001,February,1997,0,0,-3.1952943,29.3049199
Burundi,Cibitoke,Rugombo,BDI,BDI005006,BDI005,February,1997,0,0,-2.8130179,29.0821647
Burundi,Bururi,Bururi,BDI,BDI003002,BDI003,February,1997,1,50,-3.9453227,29.6192469
Burundi,Muyinga,Mwakiro,BDI,BDI012007,BDI012,February,1997,0,0,-3.0895322,30.3123645
Burundi,Rutana,Bukemba,BDI,BDI015001,BDI015,February,1997,0,0,-4.0066838,30.0624289
Burundi,Ruyigi,Butezi,BDI,BDI016002,BDI016,February,1997,0,0,-3.3936912,30.1549329
Burundi,Cibitoke,Murwi,BDI,BDI005005,BDI005,February,1997,0,0,-2.8858876,29.202775
Burundi,Gitega,Bukirasazi,BDI,BDI006002,BDI006,February,1997,0,0,-3.7019888,29.9634235
Burundi,Mwaro,Nyabihanga,BDI,BDI013005,BDI013,February,1997,0,0,-3.4693654,29.8081085
Burundi,Kayanza,Gatara,BDI,BDI008003,BDI008,February,1997,0,0,-2.9838681,29.649148
Burundi,Gitega,Mutaho,BDI,BDI006009,BDI006,February,1997,0,0,-3.1436745,29.8664414
Burundi,Kirundo,Kirundo,BDI,BDI009005,BDI009,February,1997,0,0,-2.5853872,30.0933449
Burundi,Bujumbura Rural,Isare,BDI,BDI002002,BDI002,February,1997,0,0,-3.4759817,29.4535702
Burundi,Bujumbura Rural,Nyabiraba,BDI,BDI002012,BDI002,February,1997,0,0,-3.4546617,29.4605718
Burundi,Cankuzo,Cankuzo,BDI,BDI004001,BDI004,February,1997,0,0,-3.2204922,30.5495774
Burundi,Kayanza,Kabarore,BDI,BDI008004,BDI008,February,1997,0,0,-2.8496498,29.5408228
Burundi,Gitega,Gitega,BDI,BDI006006,BDI006,February,1997,0,0,-3.4284953,29.9249718
Burundi,Kayanza,Butaganzwa,BDI,BDI008001,BDI008,February,1997,0,0,-3.0839255,29.7286111
Burundi,Mwaro,Bisoro,BDI,BDI013001,BDI013,February,1997,0,0,-3.636156,29.7077404
Burundi,Gitega,Gishubi,BDI,BDI006005,BDI006,February,1997,0,0,-3.6145867,29.864734
Burundi,Bujumbura Rural,Mukike,BDI,BDI002008,BDI002,February,1997,1,8,-3.5219055,29.5134943
Burundi,Bubanza,Rugazi,BDI,BDI001005,BDI001,February,1997,0,0,-3.2429277,29.4092119
Burundi,Bujumbura Rural,Kanyosha,BDI,BDI002004,BDI002,February,1997,0,0,-3.4145659,29.4087232
Burundi,Muramvya,Bukeye,BDI,BDI011001,BDI011,February,1997,0,0,-3.193627,29.6368213
Burundi,Karuzi,Mutumba,BDI,BDI007005,BDI007,February,1997,0,0,-3.1977078,30.2264776
Burundi,Ngozi,Marangara,BDI,BDI014004,BDI014,February,1997,0,0,-2.7314554,29.9611449
Burundi,Bubanza,Mpanda,BDI,BDI001003,BDI001,February,1997,0,0,-3.193595,29.3695064
Burundi,Bujumbura Rural,Mutimbuzi,BDI,BDI002010,BDI002,February,1997,0,0,-3.2876542,29.324133
Burundi,Kayanza,Kayanza,BDI,BDI008005,BDI008,February,1997,0,0,-2.9297133,29.6321188
Burundi,Ruyigi,Gisuru,BDI,BDI016004,BDI016,March,1997,0,0,-3.4580085,30.4983043
Burundi,Makamba,Kibago,BDI,BDI010002,BDI010,March,1997,0,0,-4.2878764,29.8398955
Burundi,Gitega,Itaba,BDI,BDI006007,BDI006,March,1997,0,0,-3.6164221,30.0273561
Burundi,Muramvya,Muramvya,BDI,BDI011004,BDI011,March,1997,1,2,-3.2663248,29.6167289
Burundi,Kirundo,Bwambarangwe,BDI,BDI009003,BDI009,March,1997,0,0,-2.5500343,30.3655783
Burundi,Bujumbura Mairie,Muha,BDI,BDI017014,BDI017,March,1997,0,0,-3.4257877,29.3541148
Burundi,Karuzi,Buhiga,BDI,BDI007002,BDI007,March,1997,0,0,-3.0249219,30.1684426
Burundi,Rutana,Giharo,BDI,BDI015002,BDI015,March,1997,0,0,-3.7806452,30.2351338
Burundi,Karuzi,Gitaramuka,BDI,BDI007004,BDI007,March,1997,0,0,-2.9810861,30.172727
Burundi,Ngozi,Kiremba,BDI,BDI014003,BDI014,March,1997,0,0,-2.8296063,30.0236073
Burundi,Ngozi,Mwumba,BDI,BDI014005,BDI014,March,1997,0,0,-2.8215119,29.8016336
Burundi,Kirundo,Gitobe,BDI,BDI009004,BDI009,March,1997,0,0,-2.62598,30.2369932
Burundi,Bururi,Mugamba,BDI,BDI003005,BDI003,March,1997,0,0,-3.6650055,29.5865785
Burundi,Ngozi,Ngozi,BDI,BDI014006,BDI014,March,1997,0,0,-2.9506771,29.8315211
Burundi,Rutana,Rutana,BDI,BDI015006,BDI015,March,1997,0,0,-3.9263608,29.990574
Burundi,Ruyigi,Ruyigi,BDI,BDI016007,BDI016,March,1997,2,2,-3.4733471,30.2501278
Burundi,Cankuzo,Cendajuru,BDI,BDI004002,BDI004,March,1997,0,0,-3.3133528,30.6010981
Burundi,Muyinga,Giteranyi,BDI,BDI012005,BDI012,March,1997,0,0,-2.476012,30.4674065
